חודש,"מחוז למ""ס",סמל ישוב,יישוב,"סה""כ דורשי עבודה",גברים,נשים,אקדמאים,אינם אקדמאים,הבטחת הכנסה,דורשי עבודה שאינם עובדים,השמות מתוך הפניות,שיעור אבטלה מוערך ביישוב
2010-02,הצפון,4100,קצרין,218,94,124,43,175,118,216,25,6%
2010-02,הצפון,2800,קריית שמונה,869,422,447,75,794,374,849,106,7%
2010-02,הצפון,543,ראמה,340,146,194,7,333,261,337,3,10%
2010-02,הצפון,26,ראש פינה,53,22,31,10,43,22,52,4,4%
2010-02,הצפון,542,ריינה,681,295,386,9,672,526,674,26,12%
2010-02,הצפון,122,רמת ישי,106,38,68,35,71,8,104,5,3%
2010-02,הצפון,913,שבלי - אום אל-גנם,298,149,149,6,292,207,295,21,13%
2010-02,הצפון,812,שלומי,313,134,179,14,299,178,310,18,9%
2010-02,הצפון,538,שעב,494,205,289,7,487,416,493,17,20%
2010-02,הצפון,8800,שפרעם,2232,955,1277,33,2199,1852,2224,108,15%
2010-02,חיפה,2710,אום אל-פחם,3446,1478,1968,12,3434,2871,3443,52,20%
2010-02,חיפה,1020,אור עקיבא,607,263,344,51,556,199,593,43,7%
2010-02,חיפה,6000,באקה אל-גרביה,528,300,228,7,521,291,527,34,NULL
2010-02,חיפה,9800,בנימינה-גבעת עדה*,202,82,120,69,133,47,202,14,3%
2010-02,חיפה,1326,"בסמ""ה",290,161,129,6,284,197,290,11,9%
2010-02,חיפה,541,ג'סר א-זרקא,353,214,139,4,349,245,350,14,7%
2010-02,חיפה,628,ג'ת,164,84,80,3,161,100,164,8,NULL
2010-02,חיפה,494,דאלית אל-כרמל,542,231,311,11,531,323,539,23,8%
2010-02,חיפה,9300,זכרון יעקב,233,97,136,66,167,42,232,14,3%
2010-02,חיפה,6500,חדרה,2256,976,1280,261,1995,798,2220,170,5%
2010-02,חיפה,4000,חיפה,9233,3932,5301,1718,7515,5999,9184,559,7%
2010-02,חיפה,1247,חריש-קציר,32,15,17,3,29,11,32,3,2%
2010-02,חיפה,2100,טירת כרמל,859,376,483,26,833,573,855,69,9%
2010-02,חיפה,654,כפר קרע,298,151,147,10,288,151,296,18,4%
2010-02,חיפה,1327,מעלה עירון,841,366,475,2,839,666,839,14,18%
2010-02,חיפה,2500,נשר,656,286,370,141,515,334,654,54,5%
2010-02,חיפה,534,עספיא,361,154,207,9,352,225,360,23,8%
2010-02,חיפה,637,ערערה,436,208,228,6,430,248,436,38,7%
2010-02,חיפה,537,פוריידיס,352,180,172,5,347,248,351,14,8%
2010-02,חיפה,7800,פרדס חנה-כרכור,776,349,427,132,644,199,771,77,5%
2010-02,חיפה,6800,קריית אתא,2123,856,1267,180,1943,1335,2113,133,8%
2010-02,חיפה,9500,קריית ביאליק,1413,562,851,180,1233,784,1402,101,7%
2010-02,חיפה,2300,קריית טבעון,215,93,122,78,137,63,215,16,3%
2010-02,חיפה,9600,קריית ים,2010,867,1143,194,1816,1332,2002,114,10%
2010-02,חיפה,8200,קריית מוצקין,1336,519,817,198,1138,760,1324,100,6%
2010-02,חיפה,922,רכסים,160,77,83,8,152,111,159,17,6%
2010-02,ירושלים,472,אבו גוש,288,149,139,6,282,185,287,11,12%
2010-02,ירושלים,2610,בית שמש,1240,536,704,119,1121,632,1220,112,5%
2010-02,ירושלים,3000,ירושלים,8652,3882,4770,1211,7441,4655,8604,552,3%
2010-02,ירושלים,1015,מבשרת ציון,338,157,181,71,267,138,336,33,3%
2010-02,ירושלים,1137,קריית יערים,29,9,20,6,23,10,29,2,3%
2010-02,תל אביב,2400,אור יהודה,895,411,484,56,839,362,878,68,5%
2010-02,תל אביב,565,אזור,173,82,91,24,149,50,171,16,3%
2010-02,תל אביב,6100,בני ברק,2216,1048,1168,133,2083,1361,2201,132,5%
2010-02,תל אביב,6200,בת ים,3738,1663,2075,553,3185,1731,3660,292,5%
2010-02,תל אביב,6300,גבעתיים,743,330,413,301,442,127,740,58,3%
2010-02,תל אביב,6400,הרצלייה,1227,537,690,317,910,189,1191,164,3%
2010-02,תל אביב,6600,חולון,3466,1576,1890,541,2925,1214,3414,374,4%
2010-02,תל אביב,2620,קריית אונו,438,198,240,171,267,63,433,27,3%
2010-02,תל אביב,8600,רמת גן,2190,986,1204,669,1521,576,2168,155,3%
2010-02,תל אביב,2650,רמת השרון,455,185,270,175,280,48,451,53,2%
2010-02,תל אביב,5000,תל אביב -יפו,8160,3967,4193,2193,5967,3052,8078,586,4%
2010-03,אזור יהודה והשומרון,3760,אורנית,82,34,48,38,44,4,82,8,2%
2010-03,אזור יהודה והשומרון,3750,אלפי מנשה,93,36,57,28,65,6,93,7,2%
2010-03,אזור יהודה והשומרון,3560,אלקנה,26,17,9,12,14,3,26,3,2%
2010-03,אזור יהודה והשומרון,3650,אפרתה,49,28,21,24,25,5,49,5,1%
2010-03,אזור יהודה והשומרון,3570,אריאל,433,216,217,117,316,134,433,41,4%
2010-03,אזור יהודה והשומרון,3574,בית אל,42,20,22,19,23,15,42,2,2%
2010-03,אזור יהודה והשומרון,3652,בית אריה,67,29,38,9,58,3,66,5,3%
2010-03,אזור יהודה והשומרון,3780,ביתר עילית,332,161,171,16,316,188,326,20,4%
2010-03,אזור יהודה והשומרון,3730,גבעת זאב,176,84,92,23,153,36,175,18,3%
2010-03,אזור יהודה והשומרון,3769,הר אדר,32,13,19,18,14,3,32,1,2%
2010-03,אזור יהודה והשומרון,3797,מודיעין עילית,298,94,204,20,278,83,298,16,3%
2010-03,אזור יהודה והשומרון,3616,מעלה אדומים,631,261,370,90,541,229,625,63,4%
2010-03,אזור יהודה והשומרון,3660,עמנואל,95,52,43,4,91,69,95,4,10%
2010-03,אזור יהודה והשומרון,3557,קדומים,30,21,9,10,20,6,30,4,2%
2010-03,אזור יהודה והשומרון,3611,קריית ארבע,113,51,62,24,89,66,113,9,4%
2010-03,אזור יהודה והשומרון,3640,קרני שומרון,85,51,34,19,66,23,85,3,3%
2010-03,הדרום,31,אופקים,1367,588,779,95,1272,1038,1356,50,12%
2010-03,הדרום,2600,אילת,1532,727,805,77,1455,693,1518,140,5%
2010-03,הדרום,70,אשדוד,7331,2906,4425,850,6481,4606,7267,475,7%
2010-03,הדרום,7100,אשקלון,3989,1678,2311,650,3339,2295,3931,393,7%
2010-03,הדרום,9000,באר שבע,7984,3517,4467,1059,6925,5344,7931,612,8%
2010-03,הדרום,2200,דימונה,2073,918,1155,138,1935,1499,2044,148,12%
2010-03,הדרום,1303,חורה,706,313,393,0,706,640,706,9,23%
2010-03,הדרום,831,ירוחם,433,206,227,31,402,296,426,51,10%
2010-03,הדרום,1059,כסיפה,977,431,546,1,976,876,975,16,26%
2010-03,הדרום,1271,להבים,57,27,30,35,22,6,57,4,2%
2010-03,הדרום,1060,לקיה,918,433,485,3,915,845,916,13,29%
2010-03,הדרום,1268,מיתר,57,23,34,23,34,7,57,5,2%
2010-03,הדרום,99,מצפה רמון,249,92,157,21,228,132,228,31,10%
2010-03,הדרום,246,נתיבות,885,412,473,51,834,520,878,69,8%
2010-03,הדרום,666,עומר,60,24,36,26,34,7,60,4,2%
2010-03,הדרום,2560,ערד,1013,412,601,182,831,667,986,180,8%
2010-03,הדרום,1192,ערערה-בנגב,940,377,563,2,938,837,939,4,30%
2010-03,הדרום,2630,קריית גת,2511,1017,1494,208,2303,1689,2502,203,10%
2010-03,הדרום,1034,קריית מלאכי,1277,581,696,30,1247,873,1257,112,12%
2010-03,הדרום,1161,רהט,3024,1253,1771,10,3014,2669,3021,78,21%
2010-03,הדרום,1286,שגב-שלום,556,238,318,2,554,500,555,8,27%
2010-03,הדרום,1031,שדרות,907,404,503,50,857,439,905,68,8%
2010-03,הדרום,1054,תל שבע,1202,584,618,6,1196,1075,1199,16,31%
2010-03,המרכז,182,אבן יהודה,147,70,77,58,89,25,147,9,2%
2010-03,המרכז,41,אליכין,61,32,29,5,56,14,61,3,4%
2010-03,המרכז,1309,אלעד,368,172,196,34,334,107,366,16,3%
2010-03,המרכז,2530,באר יעקב,242,105,137,40,202,86,237,14,3%
2010-03,המרכז,466,בית דגן,120,63,57,18,102,34,119,9,4%
2010-03,המרכז,1066,"בני עי""ש",207,96,111,38,169,88,203,9,5%
2010-03,המרכז,681,גבעת שמואל,274,140,134,111,163,53,273,14,3%
2010-03,המרכז,2550,גדרה,390,171,219,86,304,118,386,16,4%
2010-03,המרכז,627,ג'לג'וליה,52,23,29,0,52,30,52,5,2%
2010-03,המרכז,166,גן יבנה,352,135,217,52,300,100,351,28,4%
2010-03,המרכז,229,גני תקווה,170,75,95,50,120,24,169,9,2%
2010-03,המרכז,9700,הוד השרון,607,265,342,210,397,71,604,28,2%
2010-03,המרכז,1290,זמר,182,61,121,2,180,139,182,7,7%
2010-03,המרכז,2730,טייבה,2136,939,1197,5,2131,1786,2125,53,14%
2010-03,המרכז,2720,טירה,322,170,152,9,313,196,320,9,4%
2010-03,המרכז,2660,יבנה,996,479,517,69,927,488,991,99,6%
2010-03,המרכז,9400,יהוד,556,236,320,88,468,92,529,43,4%
2010-03,המרכז,1224,כוכב יאיר,102,44,58,50,52,4,102,3,2%
2010-03,המרכז,633,כפר ברא,21,9,12,0,21,7,21,2,2%
2010-03,המרכז,168,כפר יונה,352,136,216,56,296,90,348,26,4%
2010-03,המרכז,6900,כפר סבא,1286,604,682,374,912,239,1280,77,3%
2010-03,המרכז,634,כפר קאסם,207,104,103,2,205,107,207,12,3%
2010-03,המרכז,7000,לוד,2275,993,1282,213,2062,1305,2262,182,7%
2010-03,המרכז,1200,מודיעין-מכבים-רעות*,869,384,485,352,517,64,860,76,2%
2010-03,המרכז,28,מזכרת בתיה,154,70,84,32,122,39,152,3,3%
2010-03,המרכז,7200,נס ציונה,699,304,395,162,537,210,692,28,3%
2010-03,המרכז,7400,נתניה,4740,2162,2578,810,3930,2008,4680,407,5%
2010-03,המרכז,587,סביון*,15,5,10,7,8,0,15,1,1%
2010-03,המרכז,171,פרדסייה,79,28,51,14,65,10,78,6,2%
2010-03,המרכז,7900,פתח תקווה,4365,1977,2388,877,3488,1350,4336,313,4%
2010-03,המרכז,195,קדימה-צורן,249,112,137,74,175,42,248,17,3%
2010-03,המרכז,638,קלנסווה,919,372,547,1,918,743,914,17,13%
2010-03,המרכז,469,קריית עקרון,252,128,124,16,236,124,250,16,5%
2010-03,המרכז,2640,ראש העין,725,372,353,81,644,193,709,70,4%
2010-03,המרכז,8300,ראשון לציון,4771,2114,2657,953,3818,1830,4743,297,4%
2010-03,המרכז,8400,רחובות,2665,1197,1468,572,2093,1060,2630,99,5%
2010-03,המרכז,8500,רמלה,1907,895,1012,122,1785,919,1860,150,6%
2010-03,המרכז,8700,רעננה,767,366,401,292,475,84,765,41,2%
2010-03,המרכז,1304,שוהם,190,82,108,90,100,2,190,12,2%
2010-03,המרכז,154,תל מונד,150,65,85,44,106,22,150,5,3%
2010-03,הצפון,473,אבו סנאן,720,276,444,10,710,572,716,16,15%
2010-03,הצפון,478,אכסאל,679,296,383,19,660,558,677,9,14%
2010-03,הצפון,529,אעבלין,703,301,402,15,688,583,703,25,15%
2010-03,הצפון,482,בועיינה-נוג'ידאת,542,230,312,4,538,449,537,3,17%
2010-03,הצפון,4001,בוקעאתא,401,183,218,2,399,329,391,7,17%
2010-03,הצפון,998,ביר אל-מכסור,442,186,256,3,439,345,441,10,15%
2010-03,הצפון,480,בית ג'ן,355,131,224,4,351,241,352,4,9%
2010-03,הצפון,9200,בית שאן,844,345,499,20,824,457,837,97,9%
2010-03,הצפון,944,בסמת טבעון,303,118,185,2,301,242,303,12,11%
2010-03,הצפון,483,בענה,469,190,279,2,467,422,469,8,17%
2010-03,הצפון,1292,ג'דיידה-מכר,1443,612,831,7,1436,1214,1443,36,19%
2010-03,הצפון,485,ג'ולס,202,77,125,7,195,126,202,13,9%
2010-03,הצפון,487,ג'ש (גוש חלב),64,26,38,6,58,36,64,4,4%
2010-03,הצפון,489,דבורייה,453,225,228,20,433,338,452,8,12%
2010-03,הצפון,490,דייר אל-אסד,452,175,277,9,443,354,452,14,11%
2010-03,הצפון,492,דייר חנא,684,307,377,18,666,543,684,26,17%
2010-03,הצפון,975,זרזיר,309,126,183,2,307,217,305,15,13%
2010-03,הצפון,496,חורפיש,148,60,88,6,142,101,148,8,7%
2010-03,הצפון,2034,חצור הגלילית,291,129,162,9,282,158,283,32,7%
2010-03,הצפון,6700,טבריה,1907,835,1072,111,1796,1273,1816,122,9%
2010-03,הצפון,962,טובא-זנגרייה,378,170,208,4,374,257,374,20,14%
2010-03,הצפון,498,טורעאן,576,222,354,8,568,483,574,28,13%
2010-03,הצפון,8900,טמרה,2143,941,1202,22,2121,1877,2141,84,18%
2010-03,הצפון,1295,יאנוח-ג'ת,177,63,114,8,169,124,177,7,8%
2010-03,הצפון,46,יבנאל,116,72,44,6,110,85,110,1,8%
2010-03,הצפון,499,יפיע,671,298,373,14,657,507,667,32,10%
2010-03,הצפון,240,יקנעם עילית,539,204,335,105,434,238,537,33,5%
2010-03,הצפון,502,ירכא,457,195,262,3,454,357,456,22,10%
2010-03,הצפון,504,כאבול,783,353,430,19,764,649,781,15,19%
2010-03,הצפון,505,כאוכב אבו אל-היג'א,233,91,142,6,227,189,233,5,16%
2010-03,הצפון,1296,כסרא-סמיע,255,95,160,2,253,211,254,12,9%
2010-03,הצפון,978,כעביה-טבאש-חג'אג'רה,229,102,127,2,227,157,226,2,12%
2010-03,הצפון,1263,כפר ורדים,67,30,37,31,36,9,67,4,2%
2010-03,הצפון,507,כפר יאסיף,476,207,269,4,472,378,474,14,11%
2010-03,הצפון,508,כפר כמא,100,44,56,4,96,48,98,2,7%
2010-03,הצפון,509,כפר כנא,1253,515,738,24,1229,1055,1239,52,17%
2010-03,הצפון,510,כפר מנדא,908,421,487,13,895,691,896,36,15%
2010-03,הצפון,47,כפר תבור,48,22,26,17,31,6,48,2,3%
2010-03,הצפון,1139,כרמיאל,1839,705,1134,351,1488,1023,1797,106,7%
2010-03,הצפון,481,מגאר,1500,598,902,35,1465,1288,1497,57,20%
2010-03,הצפון,516,מג'ד אל-כרום,696,302,394,11,685,545,695,25,13%
2010-03,הצפון,874,מגדל העמק,1040,440,600,104,936,528,1012,119,8%
2010-03,הצפון,4201,מג'דל שמס,491,180,311,22,469,418,486,8,12%
2010-03,הצפון,517,מזרעה,190,74,116,2,188,149,189,10,12%
2010-03,הצפון,4203,מסעדה,212,76,136,4,208,177,211,3,14%
2010-03,הצפון,518,מעיליא,68,35,33,9,59,34,68,4,5%
2010-03,הצפון,1063,מעלות-תרשיחא,1042,467,575,127,915,692,1038,53,9%
2010-03,הצפון,520,משהד,336,126,210,6,330,284,331,8,13%
2010-03,הצפון,9100,נהרייה,2232,1023,1209,273,1959,1401,2217,108,8%
2010-03,הצפון,522,נחף,472,197,275,15,457,397,471,8,12%
2010-03,הצפון,7300,נצרת,2082,1009,1073,54,2028,1448,2077,71,7%
2010-03,הצפון,1061,נצרת עילית,1664,747,917,246,1418,846,1613,184,7%
2010-03,הצפון,525,סאג'ור,117,45,72,3,114,88,116,1,8%
2010-03,הצפון,7500,סח'נין,2071,961,1110,44,2027,1760,2071,58,18%
2010-03,הצפון,4501,ע'ג'ר,137,52,85,4,133,107,136,4,15%
2010-03,הצפון,530,עיילבון,209,91,118,10,199,161,207,12,10%
2010-03,הצפון,511,עילוט,340,144,196,4,336,267,339,5,15%
2010-03,הצפון,532,עין מאהל,478,246,232,1,477,366,473,8,11%
2010-03,הצפון,7600,עכו,3462,1584,1878,149,3313,2677,3442,134,14%
2010-03,הצפון,7700,עפולה,1901,865,1036,220,1681,1045,1843,156,8%
2010-03,הצפון,531,עראבה,1374,592,782,34,1340,1167,1373,48,17%
2010-03,הצפון,535,פסוטה,143,69,74,8,135,100,143,5,10%
2010-03,הצפון,536,פקיעין (בוקייעה),155,79,76,6,149,114,153,6,7%
2010-03,הצפון,8000,צפת,984,484,500,79,905,678,978,44,9%
2010-03,הצפון,4100,קצרין,206,87,119,34,172,114,203,14,5%
2010-03,הצפון,2800,קריית שמונה,823,394,429,75,748,363,805,89,7%
2010-03,הצפון,543,ראמה,343,153,190,9,334,266,341,6,11%
2010-03,הצפון,26,ראש פינה,49,20,29,5,44,21,49,7,4%
2010-03,הצפון,542,ריינה,669,284,385,9,660,527,664,32,12%
2010-03,הצפון,122,רמת ישי,104,42,62,34,70,10,104,7,3%
2010-03,הצפון,913,שבלי - אום אל-גנם,292,145,147,6,286,208,288,6,13%
2010-03,הצפון,812,שלומי,297,126,171,13,284,174,295,15,9%
2010-03,הצפון,538,שעב,494,209,285,7,487,417,493,16,20%
2010-03,הצפון,8800,שפרעם,2153,895,1258,31,2122,1785,2146,64,14%
2010-03,חיפה,2710,אום אל-פחם,3475,1483,1992,12,3463,2919,3472,56,21%
2010-03,חיפה,1020,אור עקיבא,585,267,318,50,535,199,574,53,6%
2010-03,חיפה,6000,באקה אל-גרביה,498,282,216,8,490,297,497,39,NULL
2010-03,חיפה,9800,בנימינה-גבעת עדה*,196,78,118,68,128,45,196,9,3%
2010-03,חיפה,1326,"בסמ""ה",285,156,129,4,281,198,285,6,9%
2010-03,חיפה,541,ג'סר א-זרקא,355,218,137,2,353,245,352,16,7%
2010-03,חיפה,628,ג'ת,163,80,83,4,159,99,163,5,NULL
2010-03,חיפה,494,דאלית אל-כרמל,542,234,308,12,530,324,539,21,8%
2010-03,חיפה,9300,זכרון יעקב,223,95,128,67,156,44,222,22,2%
2010-03,חיפה,6500,חדרה,2159,928,1231,268,1891,794,2119,198,5%
2010-03,חיפה,4000,חיפה,9107,3914,5193,1703,7404,5931,9052,514,7%
2010-03,חיפה,1247,חריש-קציר,27,13,14,3,24,10,27,3,2%
2010-03,חיפה,2100,טירת כרמל,832,371,461,27,805,554,827,49,9%
2010-03,חיפה,654,כפר קרע,295,146,149,8,287,152,294,19,4%
2010-03,חיפה,1327,מעלה עירון,846,362,484,2,844,682,844,20,18%
2010-03,חיפה,2500,נשר,646,286,360,142,504,339,645,42,5%
2010-03,חיפה,534,עספיא,361,154,207,10,351,226,360,31,8%
2010-03,חיפה,637,ערערה,428,206,222,6,422,253,428,24,7%
2010-03,חיפה,537,פוריידיס,364,191,173,5,359,260,363,10,8%
2010-03,חיפה,7800,פרדס חנה-כרכור,766,342,424,137,629,214,763,85,5%
2010-03,חיפה,6800,קריית אתא,2087,855,1232,179,1908,1318,2078,113,8%
2010-03,חיפה,9500,קריית ביאליק,1367,551,816,172,1195,761,1360,95,7%
2010-03,חיפה,2300,קריית טבעון,210,92,118,69,141,60,210,17,3%
2010-03,חיפה,9600,קריית ים,1970,861,1109,186,1784,1319,1965,120,10%
2010-03,חיפה,8200,קריית מוצקין,1282,503,779,195,1087,736,1272,98,6%
2010-03,חיפה,922,רכסים,161,75,86,10,151,112,160,4,6%
2010-03,ירושלים,472,אבו גוש,284,142,142,5,279,181,284,17,12%
2010-03,ירושלים,2610,בית שמש,1153,498,655,110,1043,602,1137,119,5%
2010-03,ירושלים,3000,ירושלים,8446,3784,4662,1225,7221,4706,8411,451,3%
2010-03,ירושלים,1015,מבשרת ציון,342,163,179,78,264,131,341,21,3%
2010-03,ירושלים,1137,קריית יערים,29,12,17,5,24,12,28,2,3%
2010-03,תל אביב,2400,אור יהודה,846,395,451,59,787,343,831,57,5%
2010-03,תל אביב,565,אזור,179,86,93,27,152,48,178,16,3%
2010-03,תל אביב,6100,בני ברק,2158,1037,1121,132,2026,1340,2147,126,5%
2010-03,תל אביב,6200,בת ים,3608,1613,1995,540,3068,1676,3531,292,5%
2010-03,תל אביב,6300,גבעתיים,745,333,412,315,430,120,739,51,3%
2010-03,תל אביב,6400,הרצלייה,1220,551,669,355,865,199,1187,141,3%
2010-03,תל אביב,6600,חולון,3315,1523,1792,539,2776,1134,3268,278,4%
2010-03,תל אביב,2620,קריית אונו,426,193,233,156,270,61,421,18,3%
2010-03,תל אביב,8600,רמת גן,2215,1002,1213,710,1505,577,2198,152,3%
2010-03,תל אביב,2650,רמת השרון,425,167,258,177,248,43,424,38,2%
2010-03,תל אביב,5000,תל אביב -יפו,8170,3937,4233,2442,5728,3011,8089,598,4%
2010-04,אזור יהודה והשומרון,3760,אורנית,76,36,40,31,45,4,76,8,2%
2010-04,אזור יהודה והשומרון,3750,אלפי מנשה,95,35,60,31,64,4,95,2,2%
2010-04,אזור יהודה והשומרון,3560,אלקנה,31,18,13,16,15,3,31,0,2%
2010-04,אזור יהודה והשומרון,3650,אפרתה,46,28,18,22,24,5,46,1,1%
2010-04,אזור יהודה והשומרון,3570,אריאל,424,212,212,102,322,128,424,37,4%
2010-04,אזור יהודה והשומרון,3574,בית אל,48,22,26,24,24,14,47,0,2%
2010-04,אזור יהודה והשומרון,3652,בית אריה,63,31,32,8,55,4,63,2,3%
2010-04,אזור יהודה והשומרון,3780,ביתר עילית,338,153,185,15,323,180,334,9,4%
2010-04,אזור יהודה והשומרון,3730,גבעת זאב,179,78,101,21,158,39,178,13,3%
2010-04,אזור יהודה והשומרון,3769,הר אדר,27,13,14,15,12,2,27,1,2%
2010-04,אזור יהודה והשומרון,3797,מודיעין עילית,291,98,193,16,275,82,290,18,3%
2010-04,אזור יהודה והשומרון,3616,מעלה אדומים,645,267,378,99,546,230,638,69,4%
2010-04,אזור יהודה והשומרון,3660,עמנואל,90,46,44,3,87,65,90,11,10%
2010-04,אזור יהודה והשומרון,3557,קדומים,31,19,12,11,20,5,31,2,2%
2010-04,אזור יהודה והשומרון,3611,קריית ארבע,111,58,53,22,89,68,111,10,4%
2010-04,אזור יהודה והשומרון,3640,קרני שומרון,84,43,41,15,69,26,84,4,3%
2010-04,הדרום,31,אופקים,1350,569,781,84,1266,1011,1339,35,12%
2010-04,הדרום,2600,אילת,1410,648,762,78,1332,687,1399,88,5%
